"accession","biosample_acc","length","genome_region","host","country","isolation","collection_date","release_date","name"
"AYA81896","","676","GP-Spike","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0023"
"AYA81897","","364","GP-Small","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0023"
"AYA81898","","297","GP-Second","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0023"
"AYA81899","","288","vp30","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0023"
"AYA81900","","251","vp24","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0023"
"AYA81901","","2212","L","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0023"
"AYA81902","","739","NP","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0031"
"AYA81903","","340","vp35","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0031"
"AYA81904","","326","vp40","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0031"
"AYA81905","","676","GP-Spike","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0031"
"AYA81906","","364","GP-Small","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0031"
"AYA81907","","297","GP-Second","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0031"
"AYA81908","","288","vp30","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0031"
"AYA81909","","251","vp24","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0031"
"AYA81910","","2212","L","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0031"
"AYA81911","","739","NP","","Sierra Leone","","2014/08/27","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0032"
"AYA81912","","340","vp35","","Sierra Leone","","2014/08/27","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0032"
"AYA81913","","326","vp40","","Sierra Leone","","2014/08/27","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0032"
"AYA81914","","676","GP-Spike","","Sierra Leone","","2014/08/27","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0032"
"AYA81915","","364","GP-Small","","Sierra Leone","","2014/08/27","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0032"
"AYA81916","","297","GP-Second","","Sierra Leone","","2014/08/27","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0032"
"AYA81917","","288","vp30","","Sierra Leone","","2014/08/27","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0032"
"AYA81918","","251","vp24","","Sierra Leone","","2014/08/27","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0032"
"AYA81919","","2212","L","","Sierra Leone","","2014/08/27","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0032"
"AYA81920","","739","NP","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0034"
"AYA81921","","340","vp35","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0034"
"AYA81922","","326","vp40","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0034"
"AYA81923","","676","GP-Spike","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0034"
"AYA81924","","364","GP-Small","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0034"
"AYA81925","","297","GP-Second","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0034"
"AYA81926","","288","vp30","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0034"
"AYA81927","","251","vp24","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0034"
"AYA81928","","2212","L","","Sierra Leone","","2014/08/26","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0034"
"AYA81929","","739","NP","","Sierra Leone","","2014/08/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0086"
"AYA81930","","340","vp35","","Sierra Leone","","2014/08/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0086"
"AYA81931","","326","vp40","","Sierra Leone","","2014/08/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0086"
"AYA81932","","676","GP-Spike","","Sierra Leone","","2014/08/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0086"
"AYA81933","","364","GP-Small","","Sierra Leone","","2014/08/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0086"
"AYA81934","","297","GP-Second","","Sierra Leone","","2014/08/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0086"
"AYA81935","","288","vp30","","Sierra Leone","","2014/08/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0086"
"AYA81936","","251","vp24","","Sierra Leone","","2014/08/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0086"
"AYA81937","","2212","L","","Sierra Leone","","2014/08/29","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0086"
"AYA81938","","739","NP","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0104"
"AYA81939","","340","vp35","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0104"
"AYA81940","","326","vp40","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0104"
"AYA81941","","676","GP-Spike","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0104"
"AYA81942","","364","GP-Small","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0104"
"AYA81943","","297","GP-Second","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0104"
"AYA81944","","288","vp30","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0104"
"AYA81945","","251","vp24","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0104"
"AYA81946","","2212","L","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0104"
"AYA81947","","739","NP","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0108"
"AYA81948","","340","vp35","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0108"
"AYA81949","","326","vp40","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0108"
"AYA81950","","676","GP-Spike","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0108"
"AYA81951","","364","GP-Small","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0108"
"AYA81952","","297","GP-Second","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0108"
"AYA81953","","288","vp30","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0108"
"AYA81954","","739","NP","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0110"
"AYA81955","","340","vp35","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0110"
"AYA81956","","326","vp40","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0110"
"AYA81957","","676","GP-Spike","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0110"
"AYA81958","","364","GP-Small","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0110"
"AYA81959","","297","GP-Second","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0110"
"AYA81960","","288","vp30","","Sierra Leone","","2014/08/30","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0110"
"AYA81961","","739","NP","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0129"
"AYA81962","","340","vp35","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0129"
"AYA81963","","326","vp40","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0129"
"AYA81964","","676","GP-Spike","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0129"
"AYA81965","","364","GP-Small","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0129"
"AYA81966","","297","GP-Second","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0129"
"AYA81967","","288","vp30","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0129"
"AYA81968","","2105","L","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0129"
"AYA81969","","739","NP","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0143"
"AYA81970","","340","vp35","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0143"
"AYA81971","","326","vp40","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0143"
"AYA81972","","676","GP-Spike","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0143"
"AYA81973","","364","GP-Small","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0143"
"AYA81974","","297","GP-Second","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0143"
"AYA81975","","288","vp30","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0143"
"AYA81976","","251","vp24","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0143"
"AYA81977","","2212","L","","Sierra Leone","","2014/08/31","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0143"
"AYA81978","","739","NP","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0188"
"AYA81979","","340","vp35","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0188"
"AYA81980","","326","vp40","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0188"
"AYA81981","","676","GP-Spike","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0188"
"AYA81982","","364","GP-Small","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0188"
"AYA81983","","297","GP-Second","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0188"
"AYA81984","","288","vp30","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0188"
"AYA81985","","251","vp24","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0188"
"AYA81986","","2212","L","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0188"
"AYA81987","","739","NP","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0190"
"AYA81988","","340","vp35","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0190"
"AYA81989","","326","vp40","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0190"
"AYA81990","","676","GP-Spike","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0190"
"AYA81991","","364","GP-Small","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0190"
"AYA81992","","297","GP-Second","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0190"
"AYA81993","","288","vp30","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0190"
"AYA81994","","251","vp24","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0190"
"AYA81995","","2212","L","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0190"
"AYA81996","","739","NP","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0193"
"AYA81997","","340","vp35","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0193"
"AYA81998","","326","vp40","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0193"
"AYA81999","","676","GP-Spike","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0193"
"AYA82000","","364","GP-Small","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0193"
"AYA82001","","297","GP-Second","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0193"
"AYA82002","","288","vp30","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0193"
"AYA82003","","251","vp24","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0193"
"AYA82004","","2212","L","","Sierra Leone","","2014/09/03","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0193"
"AYA82005","","739","NP","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0234"
"AYA82006","","340","vp35","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0234"
"AYA82007","","326","vp40","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0234"
"AYA82008","","676","GP-Spike","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0234"
"AYA82009","","364","GP-Small","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0234"
"AYA82010","","297","GP-Second","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0234"
"AYA82011","","288","vp30","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0234"
"AYA82012","","251","vp24","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0234"
"AYA82013","","2212","L","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0234"
"AYA82014","","739","NP","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0235"
"AYA82015","","340","vp35","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0235"
"AYA82016","","326","vp40","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0235"
"AYA82017","","676","GP-Spike","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0235"
"AYA82018","","364","GP-Small","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0235"
"AYA82019","","297","GP-Second","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0235"
"AYA82020","","288","vp30","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0235"
"AYA82021","","251","vp24","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0235"
"AYA82022","","2212","L","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0235"
"AYA82023","","739","NP","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0256"
"AYA82024","","340","vp35","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0256"
"AYA82025","","326","vp40","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0256"
"AYA82026","","676","GP-Spike","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0256"
"AYA82027","","364","GP-Small","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0256"
"AYA82028","","297","GP-Second","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0256"
"AYA82029","","288","vp30","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0256"
"AYA82030","","251","vp24","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0256"
"AYA82031","","2212","L","","Sierra Leone","","2014/09/04","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0256"
"AYA82032","","739","NP","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0257"
"AYA82033","","340","vp35","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0257"
"AYA82034","","326","vp40","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0257"
"AYA82035","","676","GP-Spike","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0257"
"AYA82036","","364","GP-Small","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0257"
"AYA82037","","297","GP-Second","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0257"
"AYA82038","","288","vp30","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0257"
"AYA82039","","251","vp24","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0257"
"AYA82040","","2212","L","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0257"
"AYA82041","","739","NP","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0264"
"AYA82042","","340","vp35","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0264"
"AYA82043","","326","vp40","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0264"
"AYA82044","","676","GP-Spike","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0264"
"AYA82045","","364","GP-Small","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0264"
"AYA82046","","297","GP-Second","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0264"
"AYA82047","","288","vp30","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0264"
"AYA82048","","251","vp24","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0264"
"AYA82049","","2212","L","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0264"
"AYA82050","","739","NP","","Sierra Leone","","2014/09/05","2019/01/18","UNVERIFIED: Zaire ebolavirus isolate NICD0298"
