"accession","biosample_acc","length","genome_region","host","country","isolation","collection_date","release_date","name"
"APW30010","","326","vp40","Homo sapiens","Sierra Leone","sperm","2015/06/05","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500046, partial genome"
"APW30011","","288","vp30","Homo sapiens","Sierra Leone","sperm","2015/06/05","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500046, partial genome"
"APW30012","","251","vp24","Homo sapiens","Sierra Leone","sperm","2015/06/05","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500046, partial genome"
"APW30013","","2212","L","Homo sapiens","Sierra Leone","sperm","2015/06/05","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500046, partial genome"
"APW30053","","739","NP","Homo sapiens","Sierra Leone","sperm","2015/06/08","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500050, partial genome"
"APW30054","","340","vp35","Homo sapiens","Sierra Leone","sperm","2015/06/08","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500050, partial genome"
"APW30055","","326","vp40","Homo sapiens","Sierra Leone","sperm","2015/06/08","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500050, partial genome"
"APW30056","","676","GP-Spike","Homo sapiens","Sierra Leone","sperm","2015/06/08","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500050, partial genome"
"APW30057","","297","GP-Second","Homo sapiens","Sierra Leone","sperm","2015/06/08","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500050, partial genome"
"APW30058","","288","vp30","Homo sapiens","Sierra Leone","sperm","2015/06/08","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500050, partial genome"
"APW30059","","251","vp24","Homo sapiens","Sierra Leone","sperm","2015/06/08","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500050, partial genome"
"APW30060","","2212","L","Homo sapiens","Sierra Leone","sperm","2015/06/08","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500050, partial genome"
"APW30014","","739","NP","Homo sapiens","Sierra Leone","sperm","2015/06/12","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500084, partial genome"
"APW30015","","340","vp35","Homo sapiens","Sierra Leone","sperm","2015/06/12","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500084, partial genome"
"APW30016","","326","vp40","Homo sapiens","Sierra Leone","sperm","2015/06/12","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500084, partial genome"
"APW30017","","288","vp30","Homo sapiens","Sierra Leone","sperm","2015/06/12","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500084, partial genome"
"APW30018","","251","vp24","Homo sapiens","Sierra Leone","sperm","2015/06/12","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500084, partial genome"
"APW30019","","2212","L","Homo sapiens","Sierra Leone","sperm","2015/06/12","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500084, partial genome"
"APW30061","","739","NP","Homo sapiens","Sierra Leone","sperm","2015/06/15","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500100, partial genome"
"APW30062","","340","vp35","Homo sapiens","Sierra Leone","sperm","2015/06/15","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500100, partial genome"
"APW30063","","326","vp40","Homo sapiens","Sierra Leone","sperm","2015/06/15","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500100, partial genome"
"APW30064","","676","GP-Spike","Homo sapiens","Sierra Leone","sperm","2015/06/15","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500100, partial genome"
"APW30065","","297","GP-Second","Homo sapiens","Sierra Leone","sperm","2015/06/15","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500100, partial genome"
"APW30066","","288","vp30","Homo sapiens","Sierra Leone","sperm","2015/06/15","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500100, partial genome"
"APW30067","","251","vp24","Homo sapiens","Sierra Leone","sperm","2015/06/15","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500100, partial genome"
"APW30068","","2212","L","Homo sapiens","Sierra Leone","sperm","2015/06/15","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500100, partial genome"
"APW30020","","739","NP","Homo sapiens","Sierra Leone","sperm","2015/06/25","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500163, partial genome"
"APW30021","","340","vp35","Homo sapiens","Sierra Leone","sperm","2015/06/25","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500163, partial genome"
"APW30022","","326","vp40","Homo sapiens","Sierra Leone","sperm","2015/06/25","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500163, partial genome"
"APW30023","","288","vp30","Homo sapiens","Sierra Leone","sperm","2015/06/25","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500163, partial genome"
"APW30024","","251","vp24","Homo sapiens","Sierra Leone","sperm","2015/06/25","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500163, partial genome"
"APW30025","","2212","L","Homo sapiens","Sierra Leone","sperm","2015/06/25","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500163, partial genome"
"APW30069","","739","NP","Homo sapiens","Sierra Leone","sperm","2015/07/20","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500247, partial genome"
"APW30070","","340","vp35","Homo sapiens","Sierra Leone","sperm","2015/07/20","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500247, partial genome"
"APW30071","","326","vp40","Homo sapiens","Sierra Leone","sperm","2015/07/20","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500247, partial genome"
"APW30072","","676","GP-Spike","Homo sapiens","Sierra Leone","sperm","2015/07/20","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500247, partial genome"
"APW30073","","297","GP-Second","Homo sapiens","Sierra Leone","sperm","2015/07/20","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500247, partial genome"
"APW30074","","288","vp30","Homo sapiens","Sierra Leone","sperm","2015/07/20","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500247, partial genome"
"APW30075","","251","vp24","Homo sapiens","Sierra Leone","sperm","2015/07/20","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500247, partial genome"
"APW30076","","2212","L","Homo sapiens","Sierra Leone","sperm","2015/07/20","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500247, partial genome"
"APW30077","","739","NP","Homo sapiens","Sierra Leone","sperm","2015/08/17","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500357, partial genome"
"APW30078","","340","vp35","Homo sapiens","Sierra Leone","sperm","2015/08/17","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500357, partial genome"
"APW30079","","326","vp40","Homo sapiens","Sierra Leone","sperm","2015/08/17","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500357, partial genome"
"APW30080","","676","GP-Spike","Homo sapiens","Sierra Leone","sperm","2015/08/17","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500357, partial genome"
"APW30081","","297","GP-Second","Homo sapiens","Sierra Leone","sperm","2015/08/17","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500357, partial genome"
"APW30082","","288","vp30","Homo sapiens","Sierra Leone","sperm","2015/08/17","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500357, partial genome"
"APW30083","","251","vp24","Homo sapiens","Sierra Leone","sperm","2015/08/17","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500357, partial genome"
"APW30084","","2212","L","Homo sapiens","Sierra Leone","sperm","2015/08/17","2018/01/30","UNVERIFIED: Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500357, partial genome"
"APW30292","","739","NP","Homo sapiens","Guinea","sperm","2014/12/10","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2014/Makona-201403509, partial genome"
"APW30293","","340","vp35","Homo sapiens","Guinea","sperm","2014/12/10","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2014/Makona-201403509, partial genome"
"APW30294","","326","vp40","Homo sapiens","Guinea","sperm","2014/12/10","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2014/Makona-201403509, partial genome"
"APW30295","","676","GP-Spike","Homo sapiens","Guinea","sperm","2014/12/10","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2014/Makona-201403509, partial genome"
"APW30296","","364","GP-Small","Homo sapiens","Guinea","sperm","2014/12/10","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2014/Makona-201403509, partial genome"
"APW30297","","297","GP-Second","Homo sapiens","Guinea","sperm","2014/12/10","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2014/Makona-201403509, partial genome"
"APW30298","","288","vp30","Homo sapiens","Guinea","sperm","2014/12/10","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2014/Makona-201403509, partial genome"
"APW30299","","251","vp24","Homo sapiens","Guinea","sperm","2014/12/10","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2014/Makona-201403509, partial genome"
"APW30300","","2212","L","Homo sapiens","Guinea","sperm","2014/12/10","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2014/Makona-201403509, partial genome"
"APW30274","","739","NP","Homo sapiens","Guinea","sperm","2015/01/21","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2015/Makona-201500025, partial genome"
"APW30275","","340","vp35","Homo sapiens","Guinea","sperm","2015/01/21","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2015/Makona-201500025, partial genome"
"APW30276","","326","vp40","Homo sapiens","Guinea","sperm","2015/01/21","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2015/Makona-201500025, partial genome"
"APW30277","","676","GP-Spike","Homo sapiens","Guinea","sperm","2015/01/21","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2015/Makona-201500025, partial genome"
"APW30278","","364","GP-Small","Homo sapiens","Guinea","sperm","2015/01/21","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2015/Makona-201500025, partial genome"
"APW30279","","297","GP-Second","Homo sapiens","Guinea","sperm","2015/01/21","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2015/Makona-201500025, partial genome"
"APW30280","","288","vp30","Homo sapiens","Guinea","sperm","2015/01/21","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2015/Makona-201500025, partial genome"
"APW30281","","251","vp24","Homo sapiens","Guinea","sperm","2015/01/21","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2015/Makona-201500025, partial genome"
"APW30282","","2212","L","Homo sapiens","Guinea","sperm","2015/01/21","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/GIN/2015/Makona-201500025, partial genome"
"APW30166","","739","NP","Homo sapiens","Liberia","sperm","2014/08/20","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403120, partial genome"
"APW30167","","340","vp35","Homo sapiens","Liberia","sperm","2014/08/20","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403120, partial genome"
"APW30168","","326","vp40","Homo sapiens","Liberia","sperm","2014/08/20","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403120, partial genome"
"APW30169","","676","GP-Spike","Homo sapiens","Liberia","sperm","2014/08/20","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403120, partial genome"
"APW30170","","364","GP-Small","Homo sapiens","Liberia","sperm","2014/08/20","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403120, partial genome"
"APW30171","","297","GP-Second","Homo sapiens","Liberia","sperm","2014/08/20","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403120, partial genome"
"APW30172","","288","vp30","Homo sapiens","Liberia","sperm","2014/08/20","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403120, partial genome"
"APW30173","","251","vp24","Homo sapiens","Liberia","sperm","2014/08/20","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403120, partial genome"
"APW30174","","2212","L","Homo sapiens","Liberia","sperm","2014/08/20","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403120, partial genome"
"APW30157","","739","NP","Homo sapiens","Liberia","sperm","2014/09/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403184, partial genome"
"APW30158","","340","vp35","Homo sapiens","Liberia","sperm","2014/09/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403184, partial genome"
"APW30159","","326","vp40","Homo sapiens","Liberia","sperm","2014/09/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403184, partial genome"
"APW30160","","676","GP-Spike","Homo sapiens","Liberia","sperm","2014/09/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403184, partial genome"
"APW30161","","364","GP-Small","Homo sapiens","Liberia","sperm","2014/09/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403184, partial genome"
"APW30162","","297","GP-Second","Homo sapiens","Liberia","sperm","2014/09/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403184, partial genome"
"APW30163","","288","vp30","Homo sapiens","Liberia","sperm","2014/09/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403184, partial genome"
"APW30164","","251","vp24","Homo sapiens","Liberia","sperm","2014/09/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403184, partial genome"
"APW30165","","2212","L","Homo sapiens","Liberia","sperm","2014/09/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/LIB/2014/Makona-201403184, partial genome"
"APW30220","","739","NP","Homo sapiens","Sierra Leone","sperm","2014/10/03","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403241, partial genome"
"APW30221","","340","vp35","Homo sapiens","Sierra Leone","sperm","2014/10/03","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403241, partial genome"
"APW30222","","326","vp40","Homo sapiens","Sierra Leone","sperm","2014/10/03","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403241, partial genome"
"APW30223","","676","GP-Spike","Homo sapiens","Sierra Leone","sperm","2014/10/03","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403241, partial genome"
"APW30224","","364","GP-Small","Homo sapiens","Sierra Leone","sperm","2014/10/03","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403241, partial genome"
"APW30225","","297","GP-Second","Homo sapiens","Sierra Leone","sperm","2014/10/03","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403241, partial genome"
"APW30226","","288","vp30","Homo sapiens","Sierra Leone","sperm","2014/10/03","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403241, partial genome"
"APW30227","","251","vp24","Homo sapiens","Sierra Leone","sperm","2014/10/03","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403241, partial genome"
"APW30228","","2212","L","Homo sapiens","Sierra Leone","sperm","2014/10/03","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403241, partial genome"
"ARG43197","","724","NP","Homo sapiens","Sierra Leone","sperm","2014/10/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403360, partial genome"
"ARG43198","","340","vp35","Homo sapiens","Sierra Leone","sperm","2014/10/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403360, partial genome"
"ARG43199","","326","vp40","Homo sapiens","Sierra Leone","sperm","2014/10/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403360, partial genome"
"ARG43200","","676","GP-Spike","Homo sapiens","Sierra Leone","sperm","2014/10/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403360, partial genome"
"ARG43201","","364","GP-Small","Homo sapiens","Sierra Leone","sperm","2014/10/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403360, partial genome"
"ARG43202","","297","GP-Second","Homo sapiens","Sierra Leone","sperm","2014/10/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403360, partial genome"
"ARG43203","","288","vp30","Homo sapiens","Sierra Leone","sperm","2014/10/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403360, partial genome"
"ARG43204","","231","vp24","Homo sapiens","Sierra Leone","sperm","2014/10/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403360, partial genome"
"ARG43205","","2212","L","Homo sapiens","Sierra Leone","sperm","2014/10/19","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403360, partial genome"
"APW30247","","739","NP","Homo sapiens","Sierra Leone","sperm","2014/11/15","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403439, partial genome"
"APW30248","","340","vp35","Homo sapiens","Sierra Leone","sperm","2014/11/15","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403439, partial genome"
"APW30249","","326","vp40","Homo sapiens","Sierra Leone","sperm","2014/11/15","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403439, partial genome"
"APW30250","","676","GP-Spike","Homo sapiens","Sierra Leone","sperm","2014/11/15","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403439, partial genome"
"APW30251","","364","GP-Small","Homo sapiens","Sierra Leone","sperm","2014/11/15","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403439, partial genome"
"APW30252","","297","GP-Second","Homo sapiens","Sierra Leone","sperm","2014/11/15","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403439, partial genome"
"APW30253","","288","vp30","Homo sapiens","Sierra Leone","sperm","2014/11/15","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403439, partial genome"
"APW30254","","251","vp24","Homo sapiens","Sierra Leone","sperm","2014/11/15","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403439, partial genome"
"APW30255","","2212","L","Homo sapiens","Sierra Leone","sperm","2014/11/15","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403439, partial genome"
"APW30265","","739","NP","Homo sapiens","Sierra Leone","sperm","2014/12/30","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403557, partial genome"
"APW30266","","340","vp35","Homo sapiens","Sierra Leone","sperm","2014/12/30","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403557, partial genome"
"APW30267","","326","vp40","Homo sapiens","Sierra Leone","sperm","2014/12/30","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403557, partial genome"
"APW30268","","676","GP-Spike","Homo sapiens","Sierra Leone","sperm","2014/12/30","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403557, partial genome"
"APW30269","","364","GP-Small","Homo sapiens","Sierra Leone","sperm","2014/12/30","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403557, partial genome"
"APW30270","","297","GP-Second","Homo sapiens","Sierra Leone","sperm","2014/12/30","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403557, partial genome"
"APW30272","","251","vp24","Homo sapiens","Sierra Leone","sperm","2014/12/30","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403557, partial genome"
"APW30273","","2212","L","Homo sapiens","Sierra Leone","sperm","2014/12/30","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403557, partial genome"
"APW30271","","288","vp30","Homo sapiens","Sierra Leone","sperm","2014/12/30","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2014/Makona-201403557, partial genome"
"APW29993","","739","NP","Homo sapiens","Sierra Leone","sperm","2015/05/21","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500004, partial genome"
"APW29994","","340","vp35","Homo sapiens","Sierra Leone","sperm","2015/05/21","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500004, partial genome"
"APW29995","","326","vp40","Homo sapiens","Sierra Leone","sperm","2015/05/21","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500004, partial genome"
"APW29996","","676","GP-Spike","Homo sapiens","Sierra Leone","sperm","2015/05/21","2018/01/30","Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/SLE/2015/Makona-VP1201500004, partial genome"
